,text,retweet,likes
935,CartaBianca ecco come si creano i fenomeni da baraccone Ukraine Orsini https: t.co mQ4aaRx2d0,0,0
937,"Il fronte pro Putin non sa più cosa inventarsi. I fascisti di una volta erano molto più seri, questi sono macchiette Putin Ukraine UkraineWar https: t.co Ufo5XOATSF",0,0
938,Poi mandiamo gli aiuti all Ukraine. https: t.co 0s1uoE6SyX,0,1
939,"La guerra in Ukraine può avere volti sorridenti? Io l'ho riconosciuto nel viso vispo di Solomija. Oggi su Rieti vi racconto di una bambina di 6 anni che ha camminato per 22 km senza capricci, che ama ballare e grazie alla solidarietà può farlo ancora. https: t.co 9jJn32fJ4G",0,0
942,Da Palanca (frontiera moldava). Ciao Ucraina. stato un piacere e un dolore averti conosciuto. Ucraina ukraine borders Palanca Guerra war slava https: t.co qMPJA8ppgg,1,5
944,"RT Cristini: Oggi piove, e in solitaria raggiungo la linea del fronte sud di Mykolaiv, dove si combatte villaggio per villaggio. Te",1,0
947,RT s: 1 n Per risolvere l'equazione strategica di questo primo mese di combattimenti manca la variabile fondamentale: quanti m,1,0
948,La fascia bianca indica appartenenza filo russi o soldati russi Ucrania Ukraine https: t.co kL7C1KWbtG,0,1
949,RT it: UKRAINEWAR Svetlana e sua figlia di 8 anni vivono da settimane in un vagone ferroviario nei tunnel più profondi del,2,0
951,Pensare la guerra per costruire la pace: questa mattina porterò il mio contributo alla scuola di altaformazione politica della Fond Ucraina Ukraine Ukrainewar Geopolitica Geopolitics https: t.co BGaJm2rXch,2,4
952,"Ce dimanche , Mali Ukraine Aukus FR https: t.co ztF3p3qPR4",0,0
955,"Il 28 marzo è stato pubblicato un tweet, condiviso oltre 470 volte, accompagnato dalla seguente didascalia Comandante di Azov catturato dai russi. La gente di Mariupol chiede la sua morte sulla piazza. Risale al gennaio del 2015 e quindi non riguarda la guerra in corso Ukraine https: t.co JIsl4I0YtZ",0,4
956,it come PioXII (no condanna durante shoah) aspetta che storia si faccia da sola. Vaticano non fa uguale pressione che fa contro condom andando in Ukraine subito contro UkraineRussiaWar UkraineUnderAttack PutinWarCrimes,0,0
957,Ballerini ucraini e russi danzano insieme per la pace a Napoli e Milano theatresancarlo ballet danseclassique clotildevayer alessiocarbone stéphanelissner opera russie ukraine italie https: t.co UtJcG3X3oG,1,3
960,"RT it: RUSSIA, FRONTE INTERNO Proteste contro la guerra in più di 150 città russe 13.000 persone arrestate https: t",35,0
961,RT : 03.04 10:00 GUERRA UCRAINA RUSSIA ULTIMI AGGIORNAMENTI RussiaUkraineConflict RussiaUkraine Ukraine Informazi,2,0
962,Secondo me dovremmo aiutare Freccero e tutta la sua bella compagnia nel dimostrare che hanno ragione. Facciamo una colletta e aiutiamoli in ogni modo ad andare in Ukraine così potranno dimostrare le loro teorie. Per la prima tappa li manderei a Bucha,0,4
963,"Sono 158 i bambini uccisi, dall'inizio della guerra, 258 quelli feriti, dall'inizio della guerra in Ucraina. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
964,"il portavoce del ministero della difesa, Igor Konashenkov ""Missili di precisione guidati dal mare e dall'aria hanno distrutto una raffineria di petrolio e tre impianti di stoccaggio di carburante nelle vicinanze della città di Odessa"" UkraineRussiaWar UkraineWar ukraine",0,1
965,"UKRAINEWAR Svetlana e sua figlia di 8 anni vivono da settimane in un vagone ferroviario nei tunnel più profondi della metropolitana di Kharkiv, che è diventata una sorta di città sotterranea. Ukraine Ucraina https: t.co hIeGj7SbPt",2,8
966,Milano ti parla. MilanoTiParla Milano Guerra Russia Ucraina NoWar 3aprile RussiaUkraineWar WAR Ukraine UkraineRussiaWar WarCrimes WarCrime Europa Usa Italia Mosca Kremlin Zelensky Putin VladimirPutin https: t.co R2ez6RgfAR,0,1
971,"NowListening Valentin Silvestrov (b. 1937) : Piano sonatas &amp; cello sonata Alexei Lubimov (piano), Ivan Monighetti (cello) UkrainianComposer UkrainianMusic Ukraine StandWithUkraine https: t.co K2QUMa3tlk",0,2
972,"Concise, accurate. Ukraine https: t.co qvJZkjJHoE",0,0
973,"Curioso sarebbe sentire la Commissione investigativa Ucraina in merito all'attacco criminale, terroristico disumano compiuto dalle forze armate russe sul territorio Ukraine. Lo rendono noto i popoli mondiali che odiano la guerra e gli oppressori. PutinWarCrimes StopWar",0,0
974,"RT repetti: Si, negoziare è doveroso, sempre. Ma come si può continuare a negoziare con chi, mentre ci distrae, continua a bombard",3,0
975,"Si tinge di giallo la storia di Marianna Vyscemyrska, la donna simbolo dell attacco all ospedale pediatrico di Mariupol. I dettagli Russia RussiaUkraineWar WAR UkraineRussiaWar GuerraRussiaUcraina Ukraine https: t.co 5jo4l0xtd9",0,1
978,"FRECCERO sono seriamente preoccupato perché Putin potrebbe decidere di invaderci a stretto giro di posta e venire a liberare la minoranza oppressa dei filorussi italiani Orsini, ottoemezzo... formigli Santoro UkraineRussiaWar Ukraine",0,0
981,"In poco più di un mese, Mosca ha messo in ombra 70 anni di imperialismo americano. FuckPutin slaviukraini Ukraine",0,0
982,"Peccato che sul è scivolata via dall'home in pochi secondi, neanche ne parla.... Ho fatto un tweet apposta ma tanto acqua fresca con i media che abbiamo in Italia. Adesso deve passare il msg che bisogna dubitare di ciò che arriva da fonti Ukraine .",0,1
984,1 n Per risolvere l'equazione strategica di questo primo mese di combattimenti manca la variabile fondamentale: quanti militariucraini sono effettivamente caduti per difendere eroicamente la loro terra dalla criminale invasione voluta da VladimirPutin Ucraina Ukraine Bucha https: t.co vI5SXesFhJ,1,10
985,"Profili che di fronte alle immagini in arrivo da Bucha parlano di figuranti , per tacere del resto. Non esiste limite all infamia. Bucha BuchaMassacre Ukraine",0,0
986,"Orsini al convegno di Cacciari e Freccero sulla guerra in Ucraina: Sono un guerriero della cultura . Certo, come no. Tu stai alla cultura come Cacciari e Freccero stanno al body building. Orsini cacciari Freccero Guerra UkraineRussiaWar Ukraine Draghi 3aprile",9,31
989,"Il peggio deve ancora venire , dice il ministro degli Esteri ucraino al Corriere Ukraine https: t.co J8NKkVmhLw",0,5
992,RT : La nostra missione pro Ucraina continua. Qui siamo in Polonia dove abbiamo acquistato beni di prima necessità per il centro,2,0
994,03.04 10:00 GUERRA UCRAINA RUSSIA ULTIMI AGGIORNAMENTI RussiaUkraineConflict RussiaUkraine Ukraine Informazioni ed aggiornamenti: https: t.co xyZBgw4hFi in collaborazione con https: t.co vENLyQZffY,2,0
995,"Molto presto nelle librerie. Non una biografia, ma spiegazione di come l' Ucraina è stata il teatro di nuovo modo di fare la guerra evoluzione di guerre informative, psicologiche e cognitive e che impatto avrà in futuro. Stay tuned! Ukraine UkraineRussiaWar UkraineWar https: t.co 1pod4nlsfG",0,2
997,Sky over Odessa. Ukraine UkraineRussiaWar RussianWarCrimes Russia Russian u https: t.co FJN23kbnLA,0,0
1001,"La guerra tra Russia e Ucraina sta diventando tra USA e Russia mentre ai paesi dell' Europa toccherà il ruolo di chi raccoglierà i cocci sotto forma di profughi, crisi energetica, economica e forse nucleare. Mandiamo gli USA a casa loro una volta per tutte. EuropaFirst",0,0
1007,"RT it: Preghiamo per la pace, pensando alla tragedia umanitaria della martoriata Ucraina, ancora sotto i bombardamenti. Non sta",172,0
1008,RT camilla: Il capo della delegazione russa Medinskij riferisce che la bozza di accordo tra Ucraina e Russia non è pronta per dis,5,0
1010,RT : Un giorno la Storia racconterà di chi nel bel mezzo di una pandemia Covid se la prendeva con medici e vaccini e chi nel bel,540,0
1011,RT : Ripropongo questo video molto interessante sui simboli della guerra in Ucraina Lezione di Storia brava! https: t.co W,7,0
1012,"RT : Per Orsini e il fattoquotidiano la guerra in Ucraina si risolve così: rottura Italia Ue, riconoscimento di tutte le r",81,0
1013,RT : Voialtri fan di Putin. Siete marci. Nel cervello. StandWithUkraine RussiaWar Ucraina UcrainaRussia PutinWarCrim,1,0
1014,"RT : Diffondiamo video di , che vede attualmente un gruppo di volontari trasportanti sfollati ucraini verso l'Ita",8,0
1016,RT : Sto cancellando dai social decine di persone che negano quanto io e migliaia di altri giornalisti vediamo qui in Ucraina. Ne,1373,0
1019,"RT : Bucha il ""cadavere"" sulla destra muove la mano, nello specchietto il cadavere dietro si mette a sedere dopo che l'auto è pas",306,0
1021,"RT : Ucraina, orrore a Bucha: Kiev denuncia ""esecuzioni di massa"", 300 persone sepolte nelle fosse comuni ""Bambini usati",30,0
1022,"RT : Ucraina Scudi umani e missili sui quartieri; i civili messi in pericolo un quotidiano un po più serio, come il Washi",1,0
1023,"Lo dico con la morte nel cuore per il mio amore infinito per il popolo russo, che non si merita il macellaio del Cremlino. Ma l' Ucraina è diventato il nostro avamposto contro la barbarie. Se l' Europa dei diritti non vuol fare la stessa fine. WeStandWithUkraine StopPutinNOW",0,1
1024,"La guerra tra Russia e Ucraina sta diventando tra USA e Russia mentre ai paesi dell' Europa toccherà il ruolo di chi raccoglierà i cocci sotto forma di profughi, crisi energetica, economica e forse nucleare. Mandiamo gli USA a casa loro una volta per tutte.",0,0
1026,"RT : Confindustria: ""La guerra ci costa 41 miliardi. Il PIL scenderà sotto il 2%. Siamo in recessione tecnica"". E lancia un",3,0
1027,Intanto a Berlino sfilano in 5mila auto per la Russia guerra Ucraina Donbas Crimea https: t.co NxFyqfpSu9,0,0
1030,"1 In Ucraina c'è una guerra del carburante. Nel senso che i russi cercano di rendere difficile l'approvvigionamento di carburante da parte dell'esercito di Kiev. Le forze ucraine hanno necessità di spostarsi verso est, senza carburante però non possono riposizionarsi",0,0
1032,"RT : L Europa ha avuto più occasioni di stabilire la pace in Ucraina ed essere mediatore credibile con la Russia, ma non",7,0
1033,"Nessuno mette in dubbio che la guerra in Ucraina sia atroce, come nessuno gode della morte dei civili: quelli che oggi vengono chiamati ""filorussi"" sono invece spesso coloro che semplicemente non vorrebbero sentire lezioni di umanità da chi ha le mani altrettanto insanguinate.",0,0
1038,"RT : La storia di Jakub, il veterinario eroe che rischia la vita per salvare cani e gatti traumatizzati dalla guerra in Ucraina h",47,0
1042,"RT : Sanguina ancora. il titolo del libro su Dostoevskij presentato a Bologna da Paolo Nori, scrittore di Parma le cui lezioni",3,0
1050,"RT : Ho incontrato Dmitrij Reznikov, lo studente di 22 anni protagonista della ""protesta degli asterischi"" a Mosca, arrestato",10,0
1053,"RT : Annunziata ( ) crede che basti citare BBC, Reuters e altre fonti di stampa di origine anglosassone per met",11,0
1054,"Ucraina Scudi umani e missili sui quartieri; i civili messi in pericolo un quotidiano un po più serio, come il WashingtonPost filo democratico,lo ha pubblicato Senza alcuna concessione per i russi, ma senza bendarsi gli occhi sui presunti eroi https: t.co 5rpIfCbx0T",1,3
1056,"RT : stato addirittura minacciato di arresto come ""disertore"". Chiediamo un immediato intervento della Farnesina per",27,0
1057,"RT cristiana: Sono complessivamente 81.739 le persone in fuga dal conflitto in Ucraina giunte finora in Italia, 78.404 delle quali al",2,0
1058,"RT s: Intervistato da , il piddino sottosegr. Affari europei, Amendola, ci dice che Leuropa è sempre PRONTA a facilitare u",15,0
1059,RT : Se le voci che mi giungono dal sud della Bielorussia sono vere i russi non si stanno ritirando. Stanno prendendo la rincorsa.,1,0
1062,"Invece è proprio in queste circostanze che i dubbi sono preziosi e l unanimismo pericolosissimo. Credo che questo modo di trattare il tema derivi innanzitutto dalla non conoscenza di cos è la guerra"" Dieci reporter di guerra, una lettura utile. Ucraina https: t.co idQCh6mCwV",0,0
1065,RT it: Il Papa invita ancora una volta a pregare per l' Ucraina e ai giovani dice: innamoratevi di Cristo e non dimenticatevi,15,0
1068,"La guerra tra Russia e Ucraina sta diventando tra USA e Russia mentre ai paesi dell' Europa toccherà il ruolo di chi raccoglierà i cocci sotto forma di profughi, crisi energetica, economica e forse nucleare. Mandiamo gli USA a casa loro una volta per tutte......",0,0
1069,"Ucraina chernobyl russia Mentre la Russia faceva ciò che gli è sempre riuscito meglio, mentire, nascondere e manipolare la realtà, tre eroi ucraini, Ananenko, Bezpalov e Baranov salvavano l'Europa nordest dalla diffusione in atmosfera del materiale radioattivo di Chernobyl https: t.co zWRR4VSnEo",0,0
1072,RT : Colpito ed incendiato in un attacco il deposito di carburante di Odessa in Ucraina. A questo punto ho perso il conto dei se,44,0
1073,"Benché io sia con l'Ucraina senza ""se"" né ""ma"", a me quest'uomo non piace. Però ha dei muscoli della quale non conoscevo nemmeno l'esistenza! Ucraina Zelenskiy Metsola https: t.co ySIAHnGR0I",0,0
1075,RT ch: Il Pontefice da Malta: La Chiesa si rimetta alla scuola della misericordia https: t.co wzt3wTmssF ucraina https: t.co gHN,2,0
1080,"Certi uomini non cercano qualcosa di logico, come i soldi. Non si possono né comprare né dominare, non ci si ragiona né ci si tratta. Certi uomini vogliono solo veder bruciare il mondo. joker guerra ucraina russia NATO europa Italia",0,0
1081,"RT : I coscritti russi della primavera 2022 verranno inviati in Ucraina per ""garantire la prontezza al combattimento delle formazi",5,0
1083,"RT : Fonti ufficiose affermano che l ideologo del golpe in Ucraina del 2014 e di diverse Primavere Arabe, Bernard Henri Lévy, s",110,0
1092,Se le voci che mi giungono dal sud della Bielorussia sono vere i russi non si stanno ritirando. Stanno prendendo la rincorsa. V Russia Ucraina,1,1
1093,NON NE POTEVAMO PI DI QUESTI REGGIMENTI AZOV E ALTRE BANDE SIMILI. HANNO STANCATO TUTTA LA POPOLAZIONE! ucraina mariupol testimonianze azov neonazisti https: t.co NtakcP24mJ,0,1
1094,RT : Copertina in marcia coi tempi. Una bella illustrazione del tutto fuori luogo all ombra di un titolo che getta fango sulla,55,0
1097,"RT : Ciò che sta succedendo in Ucraina ora successe 161 anni fa al sud, scesero i piemontesi come iene af",1,0
1098,"RT it: ""Preghiamo ora per la pace, pensando alla tragedia umanitaria della martoriata Ucraina, ancora sotto i bombardamenti d",41,0
1103,RT : Ancora una vittima fra i testimoni dell orrore in Ucraina. Le autorità ucraine annunciano l uccisione in un attacco russo a M,5,0
1104,"RT : Sui fatti di Bucha vedo tante certezze da parte dei twittaroli, a cominciare da quei politici che non hanno mai speso me",7,0
1106,"RT : Due appunti sulle immagini che arrivano da Bucha, in Ucraina. La prima riguarda la costante guerra di informazione a cu",12,0
1108,Guerra in Ucraina Strage di civili a Bucha. Centinaia di corpi nelle fosse comuni. I dettagli https: t.co bRvHxGlcqM,0,0
1114,RT : PE segnala La Banca europea per la ricostruzione e lo sviluppo (Bers) prevede una contrazione dell'economia ucraina del 20%,1,0
1115,NON NE POTEVAMO PI DI QUESTI REGGIMENTI AZOV E ALTRE BANDE SIMILI. HANNO STANCATO TUTTA LA POPOLAZIONE! ucraina mariupol testimonianze azov neonazisti https: t.co 8rXR2oNiKO,0,0
1116,"Ti leggo e penso all' Iliade d'oggi,ai tanti Priamo in Ucraina che reclamano il corpo di Ettore: Ricordati del padre tuo, Achille: sa che sei vivo, spera di vedere suo figlio tornare; infelice io,che nella vasta Troia ho concepito figli meravigliosi, e non me ne resta nessuno",0,0
1119,RT : Stasera dopo le 21.15 commenterò su gli aspetti militari e di sicurezza in Ucraina,1,0
1122,RT : Il Giappone ha ribadito che non ha alcuna intenzione di ritirarsi dai progetti di sviluppo petroliferi e gasieri in Ru,33,0
1126,"""Io chiedo quando sarà Che l'uomo potrà imparare A vivere senza ammazzare E il vento si posera' "" F Guccini Buchi Ucraina.",0,0
1127,"Io consiglierei vivamente di darci un occhiata ed impegnare mezz'oretta, della vostra sicuramente interessantissima esistenza. guerraucraina geopolitica Ucraina Russia StopWarInUkraine StopPutin https: t.co bkC4o4ppeS",0,0
1130,RT : Il Papa a kiev La mia vignetta per Il Fatto Quotidiano oggi in edicola! chiesa papa francesco BenedettoXVI russia u,20,0
1141,"Sanguina ancora. il titolo del libro su Dostoevskij presentato a Bologna da Paolo Nori, scrittore di Parma le cui lezioni all'Università Bicocca erano state cancellate all'inizio della guerra in Ucraina. https: t.co HP3IsTl8zE IoSeguoTgr https: t.co YkVtOXDTME",3,9
1145,RT : L'esercito ucraino rientra in diverse località della regione di Chernihiv dopo che l'esercito russo si è ritirato dalle vie,11,0
1149,RT : I libri di testo MINISTERIALI delle elementari dell' Ucraina sono questa roba qui. Cosa vi fa pensare che gli squadristi,1,0
1150,"I video di torture dei prigionieri di guerra russi ha scioccato anche i politici occidentali filo ucraini. Ora la risposta di Zelensky sulle atrocità dei militanti Azov deve essere tagliata dall'intervista, per non distruggere completamente l'immagine della vittima. Ucraina",0,0
1156,"Mi piacerebbe, anzi mi aspetterei che lei, e i suoi colleghi giornalisti, faceste il vostro lavoro con coerenza documentando tutto quello che è successo, non solo quello che i Governi occidentali vogliono farci vedere https: t.co WJcpdj4lxL Donbass Ucraina",0,0
1158,"A volte la professionalità si presenta anche in questa tua incazzatura, verso chi non ""vede"", ma è il risultato della TV spazzatura che ci propina l'impossibile dando risalto a chiunque pur di fare audience (vedi COVID, festival degli esperti)! Ucraina",0,0
1160,RT : L' Ucraina sta ponendo ancora una volta la realtà di una gerarchia umana nel diritto alla vita Le possibilità di evacuazio,19,0
1162,"Bisogna fermare questa Guerra assurda. Svizzera in Azione era presente alla manifestazione di Berna per la pace, e per sostenere la popolazione Ucraina. Insieme, dall'Italia o dall'estero, si può costruire un futuro di pace. it https: t.co rdyy4gtPAC",0,0
1166,"L' Ucraina riprende il controllo delle proprie frontiere con la Bielorussia. Resta aggiornato, Segui https: t.co 22sv1Fo70Q",0,0
1171,"RT : Francesca Totolo 2 Fonti ufficiose affermano che l ideologo del golpe in Ucraina del 2014 e di diverse Primavere Arabe,",9,0
1177,RT : Esattamente!! I delinquenti Usa hanno armato l Ucraina proprio per questo e per fregargli il gas tanto mica muoiono i pare,85,0
1180,"""La tragedia ucraina ha squarciato l'ipocrisia del finto problema dell'invasione. Chiedo alla ministra Lamorgese: è perché sono neri e non bianchi che facciamo morire nei lager o in mare chi fugge dalla Libia?"" https: t.co p6u2Q2H9CT",0,1
1184,"RT 1910: Passano quasi 3 mesi e il prezzo del gas continua a salire, l' Europa non cede e a questo punto i russi si sentono liber",9,0
1186,RT : Bucha Guardate da 50 secondi e allo specchio. E 'un cadavere che si e' alzato ? RussiaUcraina UcrainaRussia Russia U,6,0
1188,"RT 1910: Le tensioni con l' Ucraina, (che vanno avanti da anni, da prima dell'occupazione della Crimea) si trasformano in guerra e",12,0
1189,"RT 1910: l' UE, gli USA ed altri, dopo l'attacco a sorpresa russo all' Ucraina, hanno risposto con dure sanzioni economiche, conge",7,0
1194,"RT : Anche se aderiamo da tempo alla rete Como Senza Frontiere, non siamo stati consultati e ci dissociamo fermamente dai co",7,0
1198,"In lettura Ne parliamo sabato 9 4 alle 17,30 con l autrice, la nostra mitica Marta Ottaviani . ottaviani milleeunapagina incontriconlautore giornalismo russia ucraina brigaterusse librerieindipendenti eventiinlibreria aprile2022 mortara https: t.co pzDcW9zQrz",0,0
1199,"RT : L OCCIDENTE MASOCHISTA ALLA GUERRA COL CILICIO CINESE. Se un attacco nel cuore dell Europa ci ha colto impreparati, è",4,0
1206,RT : il Colonnello Andrei Il colonnello Andrei Kislovsky delle forze armate Ucraine di Odessa è stato catturato con un,1,0
1210,"RT 733: Le solite Puttanate dei satanisti piddini. Bucha il ""cadavere"" sulla destra muove la mano, nello spec",2,0
1211,"Ciò che sta succedendo in Ucraina ora successe 161 anni fa al sud, scesero i piemontesi come iene affamate, uccisero vecchi donne e bambini, incendiarono paesi, fucilazioni senza processo,i combattenti furono chiamati briganti e tu uomo del sud dovresti saperlo malaunit",1,1
1213,"Nell orrenda aritmetica invocata da Orsini per l Ucraina, a quante sanzioni equivalgono le centinaia di esecuzioni a Bucha? https: t.co dQIcCMEe6n",0,3
1214,"Vedo le immagini dell'orrore a Bucha e non riesco a immaginare nulla di più urgente in questo momento. Mi chiedo come si possa perseverare nella ricerca di giustificazioni per la crudeltà pianificata del macellaio, stare ancora a guardare fingendo di ""pensare"". Embargo Ucraina https: t.co c7zLVXx9cz",0,0
1218,RT : Mi sono chiesto se fosse corretto condividere le immagini crude che arrivano da Bucha. Nonostante siano pugni nello,32,0
1219,"A mio parere, non c'è libertà senza responsabilità. Queste sono persone che hanno come obiettivo il rovesciamento dell'ordine democratico, adoperando pretesti tra i più svariati; con la guerra in Ucraina stanno confessando, e non hanno alcuna paura di farlo. PutinIsaWarCrimes",0,0
1220,RT : Alcune infografiche dall'articolo: come è organizzato Pravky Sector in Ucraina Some infographics from the article: h,0,0
1221,"RT : Bucha, Ucraina. Una vergogna per l umanità. Chi ha commesso questi orrori dovrà pagare, indipendentemente da come finir",2,0
1222,"Sono complessivamente 81.739 le persone in fuga dal conflitto in Ucraina giunte finora in Italia, 78.404 delle quali alla frontiera e 3.335 controllate dal compartimento Polizia ferroviaria del Friuli Venezia Giulia. Lo rende noto il Ministero dell Interno.",2,2
1225,RT : Alcune delle infografiche dell'articolo: come è organizzato Some of the infographics from the article: how Azov is org,0,0
1234,Uno di quei giorni in cui Twitter andrebbe silenziato per non leggere le provocazioni di pochi (fortunatamente) e per rispetto per le vittime a Bucha e di questa illogica guerra in Ucraina.,0,0
1235,Prima versione era legittimo ucciderli visto che Zelensky li ha tutti arruolati. Seconda versione gli americani in Iraq hanno fatto lo stesso. Bucha e il benaltrismo Ucraina Russia,0,3
1237,RT : Capito? Loro hanno lavorato con calma e metodo nelle istituzioni per non contare una beata fava e votare tutte le porcate,2,0
1253,"RT : francescamannocchi Ti ricordi Marianna,vero? La ragazza incinta del ospedale maternità di mariupol Ec",1,0
1255,RT : Ucraina: il peso della guerra. Stime degli effetti di rallentamento (o accelerazione!) del PIL causati dall'i,40,0
1258,"Di Maio: ""Italia pronta a fare da garante su neutralità ucraina"" russia ucraina https: t.co 2jSYNGCXqW",0,0
1259,Il 28 e il 29 marzo si è svolta in Slovenia la Conferenza dei Presidenti dei parlamenti dell Unione europea; tra i temi sul tavolo il conflitto in Ucraina La foto della settimana ritrae il Presidente della Camera Fico in un passaggio del suo intervento CameraImmagini https: t.co z9jZkMXMwM,0,3
1260,"RT : La guerra fa sempre danni a lungo termine e non sono solo danni materiali lo scrivevo nel mio Kabul, Crocevia del Mond",48,0
1261,"RT : Di notte,a Kharkiv ,un poliziotto e un cuoco hanno aperto il fuoco da un edificio residenziale,anche sparato con mitr",1,0
1263,"RT : dedicato agli indegni conduttori dei talks show spazzatura della TV italiana, che fin dall'inizio hanno dato spazio ai propa",2,0
1265,"RT : Questa foto di arriva da Zeleny Hai, 8 km da Mikolajew Ucraina. I russi si sono assicurati che i nazisti non",6,0
1266,RT : La prima di oggi domenica 3aprile LaGazzettaDelMezzogiorno Kiev Kyiv Ucraina Russia PapaFrancesco Calcio Bari L,3,0
1267,"""Morto per le radiazioni di Chernobyl"", l' Ucraina svela il caso dei soldati russi esposti al nucleare https: t.co RTj14gvKLo",0,0
1271,RT : Crimini di guerra si può dire? Ucraina Bucha Odessa https: t.co e33c0AD280,8,0
1275,"RT it: UKRAINEWAR Le immagini che arrivano da Bucha sono orribili. Sembrano mostrare alcuni corpi decapitati, altri mutil",5,0
1276,"RT : Crimini di guerra. Nelle cittadine appena liberate intorno a Kyiv si scoprono fosse comuni, cadaveri con le mani legate, terr",57,0
1278,RT : Credo che parole non servano. Bastano le immagini nella loro terribile e disumana drammaticità. Bucha Ucraina mezzorai,2,0
1283,RT : A breve per una mia lunga analisi sul fattore del morale in Ucraina e le conseguenze disastrose per i,2,0
1287,"PROFUGHI UCRAINI QUESTE FOTO PROVENGONO DALLA POLIZIA DI CONFINE POLACCO CON L'UCRAINA POVERO UCRAINO, FUGGE CON I RISPARMI DI UNA MALAVITA UCRAINA POLONIA PROFUGHI https: t.co G0wZCmOqa7",0,2
1288,più insano e coglione chi scrive queste quattro cialtronate psicopatiche o chi le ospita? Orsini Ucraina https: t.co NPRRPAwdvH,0,2
1293,RT : L'invasione della Russia potrebbe avere conseguenze terribili anche sulle foreste ucraine. Per i numerosi incendi sono a ri,2,0
1300,RT : un messaggio forte quello dì it a Malta.La frontiera del mare uccide quanto e come la guerra in Ucraina.,4,0
1310,RT : Bombardamenti sui civili dal esercito ucraino Ukraine Ucraini UkrainianRissianWar Ukrainewar Russiaukrainewar Gu,2,0
1311,RT : E mentre in tanti propongono di chiudere il gas con la Russia per la Guerra in Ucraina; in Azerbaijan da dove parte,1,0
1322,"RT : A quelli che, dal divano di casa, dicono: ""niente armi all' Ucraina"" dico: alzate il culo ed andate a togliere le armi all",3,0
1331,"RT : Le forze russe hanno distrutto la più grande raffineria dell' Ucraina a Kremenchuk, durante un attacco missilistico. Lo",7,0
1332,RT : L'Europa lavora alla messa a punto di nuove sanzioni contro la Russia e a nuovi sostegni all' Ucraina. Lo riferisce il,7,0
1337,Dare le armi all' Ucraina come fosse un vaccino è una bestemmia! mezzorainpiu https: t.co GbnwXw68LM,0,0
1339,"RT : La storia di Ljuba, una mamma coraggiosa che da anni vive e lavora a Pordenone e che è tornata in Ucraina a salvare e rip",1,0
1341,"RT : Belli quelli che non sanno nemmeno con quali città confini il proprio comune di residenza, ma poi si accingono a spiegarti",1,0
1348,Ma nemmeno Lavrov tra poco scrive robe del genere. Un delirio Putinista. Nonsense. Complimenti alla e al . Ucraina Russia Bucha https: t.co GqjEb45XoK,0,0
1354,"Perche', i soldati non muoiono piu' nella vostra guerra? E' inutile, la Coscienza non si lava nella lavatrice! PACE! Ucraina, Yemen, Palestina, Libia, ed altre 60 (!!!) guerre di cui non ve ne frega una emerita minchia, pure volute dalla NATO! https: t.co hLuF2sLDqx",0,0
1359,"RT : Ucraina, l esercito russo spara sui manifestanti che protestano a Nova Kachovka Il video https: t.co fZWAPwztJD",1,0
1369,RT n: La denazificazione russa in Ucraina: uccidere tutti i maschi ucraini catturati al di sopra dei 18 anni.,23,0
1374,RT : Truppe Americane combattenti in Ucraina ucrainarussiawar Draghibugiardoseriale Conte https: t.co HhFvp7dXcK,16,0
1375,"RT : Non è per niente normale, eppure pare non accorgersi nessuno che i pacifinti del PD sono tutti in prima linea nella ve",1,0
1377,"Ucraina, l esercito russo spara sui manifestanti che protestano a Nova Kachovka Il video https: t.co fZWAPwztJD",1,1
1378,"RT : ucraina Drogati fradici, SPARANO SUI CIVILI questo sono i ""soldati"" ucraini ASSASSINI E NON DA OGGI! https: t.co i8nlgVS2yl",2,0
1379,"RT : La guerra costa 41 miliardi all' Italia. Confindustria in allarme: ""Siamo in recessione tecnica, crisi terribile"" bonomi",17,0
1383,"Bucha, Ucraina. Orsini chiederà scusa e sparirà dalla circolazione? Avrà almeno questa dignità? https: t.co TCBadCNMzr",0,1
1387,"Ucraina Bucha. L orrore va fermato, continuando a sostenere la resistenza ucraina. https: t.co LGipQaDvS5",0,1
1391,"RT casala: Odessa Bucha Nell' Ucraina ""democratica"" di Zelensky è vietato esporre i simboli della Vittoria sovietica contro il",2,0
1392,"Orsini non è la Bibbia. pare evidente che USA e GranBretagna stiano aiutando a piene mani l' Ucraina sia adesso che negli anni passati, da soli sarebbero già in ginocchio. La presenza di militari in forma ufficiale avrebbe certo provocato la tanto temuta guerra nucleare.",1,0
1398,"RT tech: La guerra in Ucraina va avanti, i bisogni delle famiglie stanno aumentando e adesso 7,5 mln di bambini sono in pericolo",10,0
1401,Ucraina e valori democratici Borgonovo uno dei pochi onesti e obbiettivi ormai https: t.co Ied5E0RwRZ,0,0
1403,"RT : Guerra Ucraina, Kuleba: ""Russia peggio dell' Isis, a Bucha crimini di guerra"". https: t.co 5xf0ImVJmj",7,0
1404,"RT : fondamentale che la Russia esca sconfitta dalla sua guerra d invasione, per il bene di: Ucraina, UE e Occidente i",30,0
1409,LaRussa crediamo che un ex ministro della Repubblica Italiana in un momento storico così delicato dovrebbe fare chiarezza sulle sue posizioni e sul suo nome UkrainianTwist Ucraina Russia Orsini https: t.co 7PIHdYaHO4,0,0
