,text,retweet,likes
615,Cingolani dice che l Italia ha abbastanza riserve di gas per continuare l attività. L Italia un paese sempre in riserva. 1aprile Putin Ukraine oil EnergyCrisis,2,4
616,RT il bomber: Diversi veicoli rifornimenti e tank russi distrutti nelle foreste dell'Oblast di Kiev dopo la controffensiva Ucraina,1,0
617,Diversi veicoli rifornimenti e tank russi distrutti nelle foreste dell'Oblast di Kiev dopo la controffensiva Ucraina vincente. Kyiv UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co LW8V9iSef8,1,0
619,"Non sono stati definiti: 1. Livelli Protezione Accettabili, e si procede per Dosi; 2. Obiettivi di Difesa Militare, e si Impegna 2% del PIL. Quando la finanza detta la linea politica... QuartaDose SpeseMilitari 1Aprile Draghi Chernobyl Ukraine UkraineRussiaWar StopWar https: t.co mMnGFQxBQW",0,1
620,CONDIVIDIAMO E CONVINCIAMO Ukraine nowar peace PeaceNotWar https: t.co e2fzdtnwYD,0,0
621,"Amo Basurin . vecchia scuola. Ha visto e riportato gli orrori di ciò che Ukraine ha fatto in Donbass nel 2014 15 (e successivamente). Se dipendesse da lui, nemmeno un Azov lascerebbe Mariupol . Qualcosa mi dice, dipende da lui. E dice che nessuno lo farà. https: t.co 57XsgtavsL",0,1
622,"Spesso erroneamente crediamo che la malvagità si riconosca dalle azioni e non dai pensieri. Purtroppo però alcuni pensieri, in mani sbagliate, possono divenire catastrofi! Ukraine UkraineRussianWar UkraineWar UkraineRussia Peace Russian StopWarInUkraine china aforismi",0,0
623,RT mauro: Putin parla con Scholz del pagamento del gas in rubli Putin parla con Draghi del pagamento del gas in rubli il giorn,31,0
624,"incredibile come la TV italiana sia capace di mostrare la UkraineInvasion come se fosse una partita di calcio, uno scontro tra tifosi. Seguite il mio consiglio, guardate solo e e non scordate mai che PutinWarCriminal è un invasore fascista, Ukraine è la vittima",0,9
625,CONDIVIAMO E CONDIVINCIAMO Ukraine nowar Peace PeaceNotWar https: t.co fBZHlbxpUJ,0,1
626,Vista dall'alto dell'aeroporto Hostomel (Oblast di Kiev) completamente vuoto dopo la ritirata dei russi. Kyiv UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co W1OOYk6p5K,0,2
627,RT : Su postura x Manel Fontdevila NoWar StopWar peace Ukraine https: t.co KUlmtfUcdQ,10,0
628,RT il bomber: Un altro tank russo T 72B Obr 1989 è stato requisito dall'esercito ucraino durante la loro avanzata nell'Oblast di Ki,1,0
629,"Questa la Russia con cui vogliono trattare sull'invasione ""per caso"" in Ukraine ? Paraculo Santoro Piazzapulita Draghi santo subito! https: t.co CCAKnWDBvM",0,0
630,Un altro tank russo T 72B Obr 1989 è stato requisito dall'esercito ucraino durante la loro avanzata nell'Oblast di Kiev. Kyiv UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co HKh8DZMmtQ,1,2
632,"Vai a scopare te stesso, Putin! (Italian) Ukraine FuckPutin",0,0
633,"Stefano Tessa a Porta a Porta, imprenditore che vive in Russia, Putin aveva le sue ragioni, e la Nato, e il Dombass siamo veramente messi male. Che Dio ci salvi. portaaporta guerraucraina UkraineUnderAtta k Ukraine PutinWarCriminal",0,6
634,"RT : Lo dico dall'inizio: Mariupol come Aleppo. Ora lo scrive, molto bene, il Ukraine SyrianPlaybook https: t.co Z",169,0
636,"A tvbergamo oggi dicevano dei ragazzini ucraini ospitati in vall'Imagna(bg), e che da Kyiv faranno lezione a distanza online. A me questo ha dato senso di un grande popolo, unito, e che vuole tenere salde le loro radici e tradizioni ucraine. Davvero solo ammirazione. ukraine",0,0
637,Nella zona di Kharkiv i russi hanno bombardato anche questa fattoria. Perché??? Le mucche sono a spasso. Kharkov Charkiv Charkov UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co 6Y7aCG2Uh0,0,0
639,Un veicolo russo (sembra un camion di carburante) in fiamme (e poi andato completamente distrutto) dopo essere stato colpito da un attacco ucraino. UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co EacYhDwbfs,0,2
640,2 giorni fa le forze armate ucraine hanno riconquistato NovaBasan (Oblast di Chernihiv) e hanno requisito un tank T 72B3 russo. Chernigov UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine StopWar nowar Peace https: t.co lhCtglz6HR,1,1
641,RT : hahahhahhahhahahha Ukraine russia https: t.co kEgAkRWnwc,1,0
642,RT s: ConflittoinUcraina: ne parliamo venerdì mattina (dalle 9 alle 11) con un gruppo di colleghi di TorVergata,10,0
643,Il sindaco di Chernihiv cammina tra le macerie della sua città distrutta. Colpite case e librerie. Eppure i russi avevano annunciato che avrebbero ridotto gli attacchi. Ukraine https: t.co c1iWaf6fMB,2,9
644,RT romano: 31marzo UkraineWar UkraineRussianWar Ukraine In attesa di una via di scampo. Sono partiti i primi autobus diretti a,2,0
645,"Perchè la Russia ha invaso per denazificare Ukraine, la popolazione non è con Zelensky, gli ucraini vogliono arrendersi... Perchè siete solo degli sfasciopopulisti che avete svenduto gli ultimi 4 stracci di ideali per tifoseria politica. Parassiti del mondo libero. https: t.co 9yXXFjAZlZ",0,0
647,"RT : Beh, ma di cosa stiamo parlando? RussiaUkraineWar Ukraine UkraineWar Ucraina WARINUKRAINE https: t.co AP9zT2",10,0
648,"La sottile arte di essere scettici, di non contemplare solo i numeri, di non lasciarsi andare agli annunci, ai nostri desideri, e di sussumere il pensiero degli altri (per definizione non osservabile), figuriamoci dei leader totalitari. ukraine PeaceForUkraine https: t.co kdu8hM1K9a",0,0
650,RT it: UKRAINEWAR Il monumento al poeta Taras Shevchenko a Kharkiv protetto da sacchi di sabbia. Dmytro Frantsev The Gu,4,0
651,RT masha: Spero che il più presto possibile tutti quelli che stanno bombardando il mio popolo e massacrando civili inermi abbiano,3,0
652,RT : La teoria impedisce l'osservazione di ciò che sta succedendo realmente. Krishnamurti Russia Putin Ukraine Life Oscars,2,0
654,"se PutinHitler dice che sta combattendo orde di neonazisti, rivela la follia del suo vero progetto: annichilimento e annessione Ukraine lo scopo è pura espansione etnoimperialista"" non difendersi dalla Nato PiazzapulitaLA7 non fatevi i film",0,1
655,La teoria impedisce l'osservazione di ciò che sta succedendo realmente. K. Russia Ukraine Putin NATO https: t.co LU3fkjvZg6,0,4
656,La teoria impedisce l'osservazione di ciò che sta succedendo realmente. Krishnamurti Russia Putin Ukraine Life Oscars art Italy Italia https: t.co 0yNSsJcOiE,2,5
658,"Non ci sono più russi all'interno della centrale nucleare di Chernobyl, che avevano occupato dal 24 febbraio, primo giorno dell'invasione dell'Ucraina. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
659,"RT Raffo: Nicola B., 46 anni bergamasco, è l'ultimo italiano rimasto a Dnipro: aiutate 17 mila persone (foto Adn) russia ucraina",1,0
661,RT : I russi hanno bombardato e distrutto una fattoria nella zona di Kharkiv. Adesso le mucche brucano tra le macerie. Ukra,10,0
662,"RT : I guerriglieri ceceni giocano a fare gli influencer di guerra a Mariupol, poi però arrivano le bombe. Ukraine https:",3,0
663,Santoro a PiazzapulitaLA7 mette tutti in fila senza se e senza ma Ukraine UkraineWar UkraineRussiaConflict Russia Putin Zelensky,0,0
664,RT : Bombardano anche la Croce Rossa...e sarebbero quelli in procinto di fare un passo indietro? Mariupol Ukraine,1,0
665,"santoro che si lamenta delle conseguenze della guerra. Ma qual è la soluzione? Che questa guerra ci farà male lo sappiamo, come sappiamo quale sia la parte giusta dalla quale schierarsi. ukraine UkraineRussianWar",0,0
667,"Vai a scopare te stesso, Putin! (Italian) IStandWithUkraine Ukraine",0,0
669,RT : Grazie a ho scoperto che aderire alla NATO è un impegno scritto nella costituzione dell' Ukraine Adesso,1,0
670,"RT : 27marzo 27marzo2022 Ucraina Ukraine UkraineWar Donbass Mariupol, video girato un paio di ore fa. Ecco ancora una",105,0
671,Il popolo Russo vivono la Guerra in Ukraine come vivono la loro vita i protagonisti nel film The Truman Show,0,0
672,"RT : Chi sa cosa possa essere la guerra, sa che l'umanità spesso da il peggio di sé in tale condizione. Da tutte le parti. Pe",53,0
677,A DrittoeRovescio oggi c é una puzza a Propaganda pro Ukraine da ByeBye,0,0
681,"RT : ""chiamatela guerra"" sui crimini dell'invasione russa manifestazione a lviv leopoli ukraine ucraina https: t.co y",11,0
682,"RT : Zelensky farà la fine di Gheddafi per le stesse ragioni di Gheddafi: farlo tacere, che non possa dire . NATO Ukrai",1,0
685,"RT : A Praga, nel quartiere di Nusle a via Mojm rova, è comparso un murale che raffigura una bambina che si protegge con u",3,0
686,"RT : Ucraina, l'analisi del giornalista sul confronto telefonico tra Putin e MarioDraghi. Puntata https",1,0
687,"Zelensky farà la fine di Gheddafi per le stesse ragioni di Gheddafi: farlo tacere, che non possa dire . NATO Ukraine Ucraina UE Politica corruzione Corruption USA Biden UcrainaRussia RussiaUkraine russiaucrania",1,1
688,L'eccellente lavoro di va sottolineato. Puntata https: t.co vu13hw2Yux Ukraine UkraineRussia UkraineRussiaCrisis UkraineRussiaWar 31marzo https: t.co cwrxnFBfBg,0,1
689,Il problema non è che la pioggia è bagnata. Il problema è che l acqua è bagnata. PiazzapulitaLA7 santoro Ukraine UkraineRussianWar https: t.co R1iXy5DQPQ,0,1
690,Quando una persona é equilibrata e non faziosa riesce a fare un ragionamento sensato ed equidistante grazie vs santoro PiazzapulitaLA7 Ukraine,0,1
691,Piazzapulita Ukraine santoro Non lo dice solo Orsini... Non possiamo rischiare! Dobbiamo trattare!,0,0
693,Comunque stasera su non ci sono i soliti orsini e decesare . C'è santoro a PiazzapulitaLA7 che difende putin Ukraine,0,0
697,Le truppe russe hanno lasciato la centrale di Chernobyl Ucraina RussiaUcraina Russia Ukraine https: t.co w1X3w7S9jc,0,0
698,putin: tu mi rubli l anima Ukraine,0,2
701,Ukraine l'unica certezza è che Putin non può perdere e come vincere lo hanno insegnato gli americani nella seconda guerra mondiale in Giappone,0,0
702,Le sanzioni iniziano a mordere da tutte le parti ukraine PeaceInUkraine ASAP https: t.co zArb53Usaz,0,0
703,"C è da chiedersi se l Occidente che con le sue sanzioni, non ha fatto nulla per impedire la distruzione di Mariupol, resterà a lungo senza un rimorso di coscienza davanti ad una simile infamia compiuta Mariupol Ukraine WarCrimes Esisti,Resisti,Insisti SlavaUkra ni https: t.co VTY5hA7iQe",0,0
704,31.03 22:00 GUERRA UCRAINA RUSSIA ULTIMI AGGIORNAMENTI RussiaUkraineConflict RussiaUkraine Ukraine Informazioni ed aggiornamenti: https: t.co xyZBgw4hFi in collaborazione con https: t.co jNl64ZEPcr,2,3
706,Nei Come pacifista intende negare all' Ukraine il diritto di difendersi dall'occupazione più brutale che l'Europa ha conosciuto dalla WWII? Perché la resistenza Italiana senza armi non poteva sconfiggere il fascismo e oggi lei non avrebbe il diritto di esprimere la propria opinione.,0,0
707,"RT : Il TG1 ha appena trasmesso un servizio TERRIBILE ..morti seppelliti nei giardini, nelle aiuole, il verde",1,0
708,RT : Putin firma un decreto per 135.000 coscritti. Mi sa che quel 80% pro putin fra un po si trasformerà in un dissenso popolare.,1,0
711,RT : 31Marzo la prima pagina di oggi osservatoreromano PapaFrancesco UkraineUnderAttack Ukraine Ucraina FERMATEVI P,1,0
712,"Io sogno di dare alla luce un bambino che chieda: Mamma, che cosa era la guerra? (Eve Merriam) stopwar Ukraine https: t.co 1jXz5Cd4CV",0,9
713,Ma perché il regime ucraino ha tentato per giorni queste missioni di salvataggio ? Un gerarca morto è un gerarca in meno... voci della presenza di americani e o britannici. Chissà se c'entra qualcosa... Azov Mariupol Ukraine Ucraina https: t.co MYmZhCXer4,0,0
717,"Gas russo pagato in rubli: cosa rischiano Putin, l' Italia e l' Europa Russia Ucraina Ukraine UkraineWar RussiaUkraineWar Gazprom https: t.co og81kzYg1I via Nazionale",0,0
719,RT it: UKRAINEWAR Uomini coprono la statua di DANTE ALIGHIERI con sacchi di sabbia per proteggerla dai bombardamenti russi,7,0
723,"RT : Guerra in Ucraina , soldato trova cane abbandonato in una casa di Kiev. La storia di Bavaria https: t.co qS6LCIc",1,0
725,"Il Direttore Generale dell'AIEA Grossi è arrivato a Kaliningrad, domani incontrerà alti rappresentanti della Federazione Russa. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar https: t.co x5lOa5pNvu",0,0
728,"Io deluso, pensava che portava RAZZI e no aiuti. Razzi Russia sPutin Ukraine https: t.co mXsloROf0s",0,0
732,https: t.co DFldqBivMF Anche a Bari iniziano le sanzioni Raderanno al suolo la chiesa Russa? Russia Putin Puglia UkraineWar Ukraine UkraineRussiaConflict,0,0
733,RT : Dall'inizio della guerra sarebbero 4 milioni i rifugiati ucraini. La maggior parte delle persone è partita per: Poloni,1,0
734,"RT : Boris Johnson intende fornire all'Ucraina armi ""più letali"". RussiaUkraineWar Ukraine UkraineWar UkraineRussianWar",1,0
739,Putin firma un decreto per 135.000 coscritti. Mi sa che quel 80% pro putin fra un po si trasformerà in un dissenso popolare. Vedo lo Zar sempre di più in difficoltà! RussiaUkraineWar Ukraine NoWar https: t.co 0uRCNE96Yl,1,3
740,"I guerriglieri ceceni giocano a fare gli influencer di guerra a Mariupol, poi però arrivano le bombe. Ukraine https: t.co MCDC3db5Ku",3,15
742,ottoemezzo nel dramma della Guerra Lucio caracciolo e' un osservatore sempre molto attento chiaro provava ragionare come Putin non e' semplice Ukraine StopTheWar,0,0
743,"RT : Ecco il motivo per cui gli ucraini sparano prima di ogni altra cosa ai mezzi sanitari russi: è proiezione, danno per scontat",1,0
745,hahahhahhahhahahha Ukraine russia https: t.co kEgAkRWnwc,1,8
750,"Da molte parti s invoca la pace e in effetti è innegabile che da moltissimi punti di vista un generale cessate il fuoco sarebbe la soluzione più sensata E tuttavia, osserva , se una delle parti in causa si ostina a proseguire Ukraine RussianUkrainianWar https: t.co O99FgGzvxo",2,6
753,in America UnitedNations America Ukraine Russia news https: t.co sSRRRL1krP,0,0
755,ConflittoinUcraina: ne parliamo venerdì mattina (dalle 9 alle 11) con un gruppo di colleghi di TorVergata Roma Ucraina UcrainaRussia Ukraine UkreineRussiaWar Geopolitica Geopolitics Geopandemia Putin https: t.co YY594WZgpM,10,15
759,"Alcuni ospedali ucraini con la musica rock a tutto volume per i pazienti, per aiutare il loro recupero fisico e psichico. Ukraine",0,2
761,"In Lituania un gruppo paramilitare composto da oltre 10mila persone si addestra per contrastare un eventuale invasione del paese da parte della Russia. Il governo finanzia e sostiene questo gruppo, e consente ai suoi membri di acquistare armi. Ukraine https: t.co fJAq1mSYDr",0,0
763,Un buon modo per sostenere Ukraine è acquistare il ritratto di fatto da . SlavaUkrayini https: t.co gbxolTFbKV,0,0
769,"L'ALBERO PI VECCHIO DI TORINO, PLATANUS ACERIFOLIA, PIANTUMAZIONE '700 '800. tree trees blossom torino turin Flowers flower blossoms grass GenshinImpact Gazprom GetWellSoonJungkook gay Ukraine culture nature park love old MotherNature relaxation relax ph https: t.co jMAsQgflJ9",1,9
770,"RT : Chissà cosa pensano di questo le sensibilissime influencer russe. ""Come proteggersi dallo stupro"" è un vero post che",1,0
774,Provo una sana invidia per queste persone Ukraine chesucc3de,0,0
775,La VERA trattativa telefonica di ieri che Draghi a condotto con Putin . rubli Gazprom gas Ukraine https: t.co 5ZQ9NxieS1,24,73
777,le conseguenze del video precedente di qualche giorni fa. Controlla il soldato con i pantaloni mimetici urbani. Le persone avevano sostenuto in precedenza che non sanguinavano quando erano state girate nel video precedente. WarCrimes in Ukraine CrimineDiGuerra https: t.co QuXYo6e2H6,0,0
778,RT : Bellissimo...... Russia RussiaUkraineWar RussiaUcraina RussiaUkraine RussiaToday Ukraine UkraineWar http,6,0
780,"Si è disposti a partire x fronte ucraino? A mandare in guerra propri figli? A sostenere caro bollette? A pagare tasse x aumento spese militari? Ah, no? Guerrafondai da salotto! Ukraine UkraineRussiaConflict",0,0
782,Le mie dirette La guerra in Ucraina Sotto l'artiglieria di Mykolaiv https: t.co 2hKvEYGsyH via Guerra war Ucraina Ukraine Russia Mykolaiv,0,0
785,Zelensky ha avuto una conversazione con Erdogan. La Turchia è disponibile a diventare il garante della sicurezza dell'Ucraina. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar https: t.co pogpolvtUT,0,0
786,2 2 Una raccolta di testimonianze dei residenti di Mariupol. Ukraine mariupol Ucraina https: t.co uaH1hkZ1WS,0,0
787,Una raccolta di testimonianze dei residenti di mariupol Ukraine UkraineRussiaConflict Ucraina Rai official Mariupole 1 2 https: t.co q1LMmOfvvs,0,0
790,RT : Russia ha fatto scavare delle trincee in zona di Chernobyl ai suoi soldati. Adesso hanno sindromi da radiazione acuta. U,10,0
791,Esteri I Tatari chiedono il ricongiungimento della Crimea all' Ucraina https: t.co x44j9VVhfa Ukraina Ukraine Russia Tartari Tatars Krym Q r m Tatarlar CrimeanTatars Majlis,0,0
792,"RT : Ucraina, surprise visit by Special Envoy Angelina Jolie to the hospital piccoli pazienti ukraini dell'ospedale Bambino Gesù",1,0
793,"Ha vinto Biden! vendere gas e petrolio e far alzare il bdg Difesa alla stessa Europa, non c era riuscito nessuno!! Biden propagandalive marketindigitale Ukraine",0,0
795,"Il TG1 ha appena trasmesso un servizio TERRIBILE ..morti seppelliti nei giardini, nelle aiuole, il verde che sta intorno ai palazzi palazzi distrutti due cumuli di terra con una croce di legno, una mamma col figlio di 13 anni. 13 anni. warcrime Ukraine Russia",1,2
796,"Domani ci sarà un incontro tra i presidenti UrsulavonderLeyen, Charles Michel con il leader cinese XiJinping. Fra gli obiettivi del vertice, c'è spiegare alla Cina che l'Europa ""sarà diversa"" dopo questa crisi. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
797,"Chissà cosa pensano di questo le sensibilissime influencer russe. ""Come proteggersi dallo stupro"" è un vero post che circola tra le ragazze ucraine su Instagram in questo momento. Questa è la nostra realtà . Ucraina Ukraine UkraineRussiaConflict https: t.co UMM5bWj0o0",1,0
798,Anzaldi Secondo Orsini dobbiamo accettare qualunque cosa faccia Putin perché altrimenti ci tira la bombaatomica disposto anche a farsi incul... da tutto l'esercito russo per paura della guerra nucleare? Ucraina Ukraine Russia RussiaUkraineWar,0,3
800,"Ministro degli Esteri Lavrov ""Confermiamo che qualsiasi ulteriore azione ostile ( sanzioni) da parte dell'Ue e dei suoi Stati membri incontrerà inevitabilmente una dura risposta"". UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
801,"In risposta alle sanzioni contro la Russia, il Cremlino ha deciso di vietare l'ingresso dei leader europei nella Federazione Russa. Tass UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
802,"Succede tutti i giorni in Ukraine ... Ehm, no scusate, è la Palestina IsraeliTerrorism IsraeliCrimes FreePalestine https: t.co XOcnwAiVZv",0,3
805,RT 09 yjy 0jo: Grazie ANPI Sempre dalla vostra parte NoNATO NATO 25marzo Ukraine https: t.co rcySo8rfNj https: t.co lY1,3,0
806,"Secondo l'Alto commissariato Onu per i diritti umani sarebbero almeno 1.232 i civili uccisi dall'inizio della guerra in Ucraina, 112 i bambini. Le cifre reali potrebbero essere significativamente più alte . UkraineRussianWar UkraineWar ukraine RussiaUkraineWar https: t.co 2DofwBnzDu",0,0
807,"Oggigiorno, ""Come proteggersi dallo stupro"" è un post che circola tra le ragazze ucraine su Instagram. warukraine Ukraine RussianSoldiers https: t.co 6ouMbyJPQL",0,0
808,Graffiti Ukraine Ukraina https: t.co iCwqwKLrlL,0,0
809,"RT : il centro di Mariupol,Oggi. l'amministrazione e il teatro vengono ripuliti dai volontari di Donetsk Peoples Republic",2,0
810,"RT : UkraineWar ci ha ricordato che prossima e ultima frontiera della guerra è guerra mentale, cioè controllo totale di pe",1,0
813,"il centro di Mariupol,Oggi. l'amministrazione e il teatro vengono ripuliti dai volontari di Donetsk Peoples Republics.. Ukraine UkraineVSRussia Donbass free. https: t.co hDKTLN7aRD",2,3
815,"I soldati di Putin catturati mentre lamentano perdite e fanno esplodere il suo esercito di ""stupidi deficienti"" UkraineRussianWar UkraineRussiaWar UkraineRussiaConflict UkraineUnderAtta k UkraineWar Ukraine https: t.co hJ7irhlTXq",0,0
821,Comincia ora la vera offensiva Russa Volevate la Guerra.? Siiii x la sudditanza Ukraine agli Us (non la libertà) Fessi Bene Avrete la Guerra fatta di privazioni quelle vere.. Preparatevi Cojoniii Guerrafondai IoPagainRubli https: t.co guYdY3oWd6,0,0
822,"Secondo noi va totalmente ripensato il modello di difesa europeo portando a termine l esperienza con la Nato. Va costruito un modello alternativo, difensivo e non proiettivo, sostenibile che includa forme di difesacivile non armata g https: t.co mmKjsEvxJH Ukraine",12,98
823,"Nicola B., 46 anni bergamasco, è l'ultimo italiano rimasto a Dnipro: aiutate 17 mila persone (foto Adn) russia ucraina Ukraine RussianUkrainianWar RussiaUkraineWar UkraineRussiaConflict stopwar nowar putin nato ue draghi https: t.co ktqUTZIcvn",1,10
826,Anti Imperialist U: Venezuela &amp; Novorossia Defying The Empire https: t.co 1ukNszuOYj Ukraine Donbass https: t.co BLuFYD8b3M,0,1
829,"Eh però, il battaglione Azov Eh però, il WagnerGroup Eh però l' Ukraine deve lottare Eh però pure in Yemen Eh però la PACE Eh però... Eh però, beati noi che ragioniamo di manifestazioni e bandiere col culo al caldo. Qui è Sunday Sunday everyday https: t.co wMDBnEryNt",0,4
831,"Da aprile, la Russia smetterà di fornire gas ai ""paesi ostili"" se i pagamenti non verranno effettuati in rubli. UkraineRussianWar UkraineWar ukraine RussiaUkraineWar https: t.co O9pCs0e4Et",0,0
833,"Faccio sempre più fatica a concepire questa guerra. Vorrei vivere nella repubblica di Star Trek (dove non ci sono soldi, l'umanità è compatta e ogni singolo lavora per migliorare se stesso) Ucraina Ukraine",0,3
834,Prove di armi biologiche in Ucraina : brevetto americano per drone che diffonde agenti patogeni tramite zanzare e richiesta ucraina ai turchi sulla capacita del drone Bayraktar di diffondere aerosol in un raggio di 300 Km Ukraine Russia USA Guerra war bioweapons https: t.co JOG61pksOu,0,0
835,"Ogni sera in tv, anche a pagamento, ogni mattina qui a fare le vittime. Autoreferenziali e narcisi, come se al centro di questa tragedia ci fossero loro e non i poveri morti, feriti, sfollati, le vere vittime del caro Putin fascista imperialista PutinIsaWarCriminal Ukraine",13,85
837,Il parlamento vuole nazionalizzare tutte le proprietà della Chiesa Ortodossa russa. Questo perché il Patriarca Kirill ha sostenuto la guerra contro l Ukraine StopRussianAgression https: t.co VzIyAzcO3l,0,0
839,"Agenzia nucleare ucraina.""I russi hanno cominciato a ritirarsi dalla centrale nucleare di Chernobyl"". UkraineRussianWar UkraineWar ukraine RussiaUkraineWar",0,0
843,Grazie a ho scoperto che aderire alla NATO è un impegno scritto nella costituzione dell' Ukraine Adesso gli haters di Zelenskiy come faranno ad arrivare a domani? 31marzo https: t.co wHHpPN8Fbs,1,12
845,Gli aggiornamenti in tempo reale sul conflitto tra Russia e Ucraina. I dettagli GuerraRussiaUcraina Ukraine RussiaUkraineWar Putin PutinWarCrimes Zelenskyy Europa NATO https: t.co OjIw8gcDDc,0,0
846,RT : Siamo a Siret ai confini con l Ucraina! Stiamo assistendo le donne e i bambini che arrivano qui...Mi sono emozionato nel,4,0
853,I russi hanno bombardato e distrutto una fattoria nella zona di Kharkiv. Adesso le mucche brucano tra le macerie. Ukraine https: t.co F0w33j82bl,10,19
855,"Due elicotteri coinvolti : il primo abbattuto da uno stinger americano ""donato"" alla DPR e un altro colpito da un missile e caduto a 20km dalla costa. Azov Ucraina Russia Guerra war Mariupol Ukraine",0,0
860,"RT : Ukraine: Francia e Germania ""si preparano"" nel caso in cui la Russia bloccasse le forniture di gas",6,0
861,"Di fronte alla crisi in Ucraina, chi è secondo te il leader politico più credibile? RussiaUkraineWar Russia Ukraine",0,0
862,"Sareste pronti a sacrificarvi, cioè per esempio niente condizionatori quest'estate, possibilità di ""avere freddo"" il prossimo inverno, ulteriore aumento dei prezzi, aziende che a rotazione chiudono per non sovvenzionare più la Russia? Ukraine UkraineWar",0,0
864,RT : Ci vediamo oggi alle 18 per parlare di sicurezza delle reti fisiche e digitali Cosa dobbiamo fare e cosa stiamo facen,8,0
866,31marzo UkraineWar UkraineRussianWar Ukraine In attesa di una via di scampo. Sono partiti i primi autobus diretti a Mariupol per l evacuazione dei civili https: t.co EuTHNMVgQK,2,9
870,"Ucraina, l'analisi del giornalista sul confronto telefonico tra Putin e MarioDraghi. Puntata https: t.co qGf1EqHM5h Ukraine UkraineRussia UkraineRussiaCrisis UkraineRussiaWar 31marzo https: t.co KvxsmXTNCW",1,2
871,RT : Erri De Luca: Sono un partigiano della resistenza ucraina. Kiev non cederà https: t.co 7Sxu71nVRc errideluca intervista,1,0
873,"RT : online ""War in Ukraine. Human Agony, Global Crisis, Moral Principles"". Il ""Dialogo"" della a cui partec",1,0
878,"online ""War in Ukraine. Human Agony, Global Crisis, Moral Principles"". Il ""Dialogo"" della a cui partecipa con real lulu e Tetinna Stawnychy di https: t.co MWXO7TiyPo https: t.co uTwXn81zMU",1,3
883,Esteri Il Lugansk organizzerà un referendum per aderire alla Russia https: t.co W4cUtPuDBo Luhansk Ucraina Ukraina Ukraine Donbas Donbass,0,0
884,Il notiziario di Rainews in Ukraine https: t.co Ku6Mnf1bBC,0,0
886,"Ucraina, domani 1aprile riprendono i negoziati. A che punto siamo? Parla , giornalista e scrittore. Puntata https: t.co qGf1EqHM5h Ukraine UkraineRussia 31marzo https: t.co 5j6TZGqMXg",0,0
891,"RT : Si scava ancora tra le macerie del palazzo del Governo regionale di Mykolaiv. Quindici i morti accertati, in gran par",78,0
892,"Il canale televisivo cinese CGTN ha visitato il luogo dell'incidente dell'elicottero Mi 8 abbattuto delle forze armate ucraine vicino a Mariupol Secondo quanto riferito, a bordo c'erano 17 persone. Sono in corso misure operative con i due sopravvissuti. Ukraine Ucraina https: t.co nz2kxZBcnf",0,0
894,"""La vita a Zhytomyr riprende, la fase di evacuazione è finita. Insieme ai sacerdoti aiutiamo i più fragili"". In diretta da Ucraina Don Michal Wocial della Scuola Ucraino Italiana Don Bosco. Puntata https: t.co qGf1EqqaGH Ukraine UkraineRussia 31marzo https: t.co 5EFsi4yyyW",0,0
899,iacoboni Conte che voleva per sè la delega ai Servizi... Solo un caso? Va rivoltato come un calzino e messo sotto accusa per alto tradimento nell'esercizio delle proprie funzioni di PdC ImpeachConte RussiaWar Ukraine UkraineRussia Putin RussianArmy RussianWarCrimes Mariupol,0,2
900,"RT : MontecitorioSelfie di Italia Russia, chi parla con chi UkraineWar Ukraine Putin Draghi https: t",1,0
909,"RT : ""La guerra in Ucraina è stata lanciata con una sopravvalutazione delle forze russe e sottovalutazione della risposta u",1,0
911,"RT : The moving prayer of Ukranians in Milan, under the 'Peace Arc' lighted up in blue and yellow. UkraineRussiaWar Ukraine",1,0
912,"L'agenzia nucleare ucraina riferisce che i soldati russi avrebbero scavato fossati nella Foresta rossa, zona di interdizione che circonda la centrale di Chernobyl ricevendo significative dosi di radiazioni . Le truppe, colte da sintomi, starebbero lasciando la centrale. Ukraine https: t.co AQn2FofwnW",9,16
916,RT : à : ! https: t.co 3Mli,1,0
917,Produzione di semi di girasole Ukraine vs EU https: t.co nw1ytNG9Yg,0,0
